track_id,artists,album_name,track_name,track_genre,emotions
0v8tmDMQrTMavluubqAJo4,Red Hot Chili Peppers,80s Bangers Vol. 2,Higher Ground - Remastered,alternative,['Sad']
2UCoAOZGk6a4BHUBzlvfAO,The Killers;Armin van Buuren;Benno De Goeij,Beats Electro Mood,Human - Armin van Buuren Dub Remix,alternative,['Sad']
5SVYqPYpje5JDG2O969oz6,The Killers;Toni Halliday,Rock n Roll Christmas,A Great Big Sled,alternative,['Sad']
12cG3BUpk6PzLAzWK0mryO,Red Hot Chili Peppers,Alternative Rock Mixtape,By the Way,alternative,['Sad']
34ldTowcv56E2DqtSaYBjP,The Killers,OO's Music Grandi Successi,When You Were Young,alternative,['Sad']
6QvYmrqFKRSVrcVgvoA7Ar,Red Hot Chili Peppers,All That Really Matters - Just Hits,Tippa My Tongue,alternative,['Sad']
58yD1ZePlS6V4gImXGV8Ed,Red Hot Chili Peppers,Daily Pop Mix,Tippa My Tongue,alternative,['Sad']
2cwOhw3d0uIsR4krTsrLwF,The Killers;Ryan Pardey,Rock n Roll Christmas,Don't Shoot Me Santa,alternative,['Sad']
6qK47Oa7Vbumzeb69KuMhZ,Gorillaz;Beck,20's Rock,The Valley of the Pagans,alternative,['Sad']
6ehaWPjsNSf5HWOXTEFSUi,The Killers,Rock Workout 2023,Somebody Told Me,alternative,['Sad']
5HNau9WX6OmX2PcBn3n24r,Red Hot Chili Peppers,20's Rock,Black Summer,alternative,['Sad']
3omnDqXnlC4awZfUrGQSDN,The Killers;Toni Halliday,Alternative Christmas 2022,A Great Big Sled,alternative,['Sad']
5KaVoEhxf1UwParyAjzHVA,The Killers,Kick It,Mr. Brightside,alternative,['Sad']
71BwuaJ5VjGx9EJdrc9OX2,The Killers;Ryan Pardey,Home For Christmas 2022,Don't Shoot Me Santa,alternative,['Sad']
47dUWyurHWefCpINwcvit2,Red Hot Chili Peppers,Pop Hits Now,Black Summer,alternative,['Sad']
52cFhaPuS5oLrmFoJw4J9j,The Killers,Rock Workout 2023,Mr. Brightside,alternative,['Sad']
4xnB2yGAeXOuR3kJ9KTD3b,Red Hot Chili Peppers,Rock Brandneu,Nerve Flip,alternative,['Sad']
1gu8VJ0d28EsXtcgKzJcSl,The Killers;Ryan Pardey,Christmas Rock 2022,Don't Shoot Me Santa,alternative,['Sad']
5yug4vHY6oGqkFI80Ya5F0,Gorillaz,Alternative Rock Mixtape,Clint Eastwood,alternative,['Sad']
315FrAki9HoxEdG8CQuZhD,The Killers,Mirando las nubes,Mr. Brightside,alternative,['Sad']
2QLFTiSNgt6cT3aQdeGFhd,The Killers;Ryan Pardey,Home At Christmas,Don't Shoot Me Santa,alternative,['Sad']
2S3G868WlDZNtfwZiDKPRx,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,alternative,['Sad']
77s65ayZ3gXbqMV8jKH1A3,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,alternative,['Sad']
7GEQkaJPZmph6xtzXFNWxn,The Killers,Alternative Christmas 2022,Joy Ride - Night Version,alternative,['Sad']
3CKJz2XmcRBskVxbN3pit2,Slipknot,Metal,Duality,alternative,['Sad']
1c9MeAa2tLEoZl5osXf5Ts,Red Hot Chili Peppers,Kick It,Fire - Remastered,alternative,['Sad']
0VFk1Ofc6X7QHdVC9T71sK,Slipknot,Rock Brandneu,The Dying Song (Time to Sing),alternative,['Sad']
02ocOpp3OlYjjFvhvBDljE,Slipknot,Metal Lives!,Duality,alternative,['Sad']
2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,alternative,['Sad']
0y1QJc3SJVPKJ1OvFmFqe6,KALEO,A/B,Way down We Go,alternative,['Sad']
4gHnSNHs8RyVukKoWdS99f,Nirvana,Nevermind (Remastered),Something In The Way,alternative,['Sad']
4wfyFIRnxdIN0v4OGtXcX3,Linkin Park,Minutes to Midnight,What I've Done,alternative,['Sad']
4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,alternative,['Sad']
46ZskDsXyj6SY4ILqw1XvK,Oliver Tree;Robin Schulz,Pop Hits Now,Miss You,alternative,['Sad']
7daBAa22M7ygDPG1oehs8o,Oliver Tree;Robin Schulz,Daily Pop Mix,Miss You,alternative,['Sad']
35dGLgPbz4j896kxOaVS27,Oliver Tree;Robin Schulz,Upbeat Pop,Miss You,alternative,['Sad']
47U8UsDT7LHPkZ2Jm4qnvm,Oliver Tree,20's Rock,Life Goes On,alternative,['Sad']
4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,alternative,['Sad']
6NDhsCV7nxJeDsOpM1cPUk,Oliver Tree,Top of the Rock,I Hate You,alternative,['Sad']
1Pw6eI2cLqAFc6HkpXt38i,Oliver Tree,Tek It - New Noise,I Hate You,alternative,['Sad']
4JPIT5G0JnCL4JUWoIGGG3,Oliver Tree,Rock - Best of 2022,I Hate You,alternative,['Sad']
5DCpa5sx8KAHUbbMf4Ug3W,Oliver Tree,The State of Pop,Life Goes On,alternative,['Sad']
1c8XAD2VT1O68YwWvDaJQY,Oliver Tree,Coffee Chill,Life Goes On,alternative,['Sad']
2sNvA9nxGE52pupLXhAuDm,Oliver Tree,US Pop 20s,Life Goes On,alternative,['Sad']
1tLemH0qMIlgVyijet0z3S,Oliver Tree,Relaxing Pop,Life Goes On,alternative,['Sad']
6s2tPtqrO3yzNR84vcMMU0,Oliver Tree,Indie Chill Out,Cowboys Don't Cry,alternative,['Sad']
1v3rsZZAH13mnXEEz3AEL5,Dominic Fike;Zendaya,Autumn Vibe,"Elliot’s Song - From ""Euphoria"" An HBO Original Series",alternative,['Sad']
5miFSFpVtDCmHp21YLkaHV,Oliver Tree,Here to Forever - All New Indie,Placeholder,alternative,['Sad']
7CwwtOtObfhHMoYsh9gfTc,Oliver Tree,Internet Sensations,Placeholder,alternative,['Sad']
1CWoIqBEZLUsB9wjZyjRkg,Oliver Tree,All Out Alternative,Placeholder,alternative,['Sad']
1bOENKlPYEDXyH9kLFUsnj,Nickelback,Timeless Rock Hits,Animals,alternative,['Sad']
4D8xgk4Cin0beAmJlTzohD,Florence + The Machine,Sad Covers 2022,Stand By Me,alternative,['Sad']
4FbHin5O4lPRgERdQEy6rB,Florence + The Machine,Fall Aesthetic,The Bomb,alternative,['Sad']
2cxo6cXWQCDdPTePV3d5Tu,Florence + The Machine,Helloween Party,Seven Devils,alternative,['Sad']
4SmpAA1iwwFw9hQ5FmYLuq,Avenged Sevenfold,Metal,Hail to the King,alternative,['Sad']
0FrFqoPT7JB0ezIU9g2OLC,Deftones,Metal,Ohms,alternative,['Sad']
1X19KuKnCG4l9kl2QXcNuD,Mon Laferte,Rock un sentimiento vol. I,Salvador,alternative,['Sad']
06nOZkGMDu2cVCUvuKWjeI,Florence + The Machine,Helloween Party,Howl,alternative,['Sad']
7oex5ickCMbEeBYP9uuQFH,Florence + The Machine,Halloween Hits,Seven Devils,alternative,['Sad']
2gBHPw488fjNjHIpBJl8Kk,Florence + The Machine,Pop & Halloween,Howl,alternative,['Sad']
5PbQBGeK9air60kXQlNHR4,Florence + The Machine,Halloween Hits,Girl With One Eye,alternative,['Sad']
66qTw96JwPJvUYsWiyyVGH,Florence + The Machine,Helloween Party,Girl With One Eye,alternative,['Sad']
6Fg7Zm99hVTt5Wv7NPQf11,Florence + The Machine,Happy Haunted Halloween Tunes,Howl,alternative,['Sad']
7MWBaRLGmvflqPoewBGbMj,Florence + The Machine,OO's Music Grandi Successi,You've Got The Love,alternative,['Sad']
6vT20BVB14V8598mGV1vSS,Florence + The Machine,Pop & Halloween,Girl With One Eye,alternative,['Sad']
4fvKqLGqlsj7giLICaxTXl,Julieta Venegas,Éxitos del Pop en Español de los Años 2000,Limón y Sal,alternative,['Sad']
29RiulWABWHcTRLkDqVCl1,Korn,Metal,Rotting in Vain,alternative,['Sad']
14jEv2xc6r43y0Nm2ymswN,Mon Laferte,tardes tranqui,Amor Completo,alternative,['Sad']
2vU6bm5hVF2idVknGzqyPL,The Offspring,Alternative Christmas 2022,Christmas (Baby Please Come Home),alternative,['Sad']
0XgHNxz37RYVl1VDom3PNx,Florence + The Machine,Halloween & Alternative,Seven Devils,alternative,['Sad']
6agwd0jyOXzwP7ajAwlSeN,Florence + The Machine,Halloween Scary Party,Howl,alternative,['Sad']
7BsPT8jICeKZdoTmLBMDxS,Mon Laferte,Rock un sentimiento vol. I,Tu Falta De Querer,alternative,['Sad']
4eCQkJy0Gq9i5lQqOJcVKN,Avenged Sevenfold,Metal Lives!,Hail to the King,alternative,['Sad']
4nzIpIeHWiuFQnOV5ZELnj,Deftones,Metal Lives!,Ohms,alternative,['Sad']
4f2pSxIgf6TLd6O8GaC33a,Mon Laferte;Juanes,Alternativo diferente latino,Amárrame,alternative,['Sad']
4kqgYiNDWcwo9KBq4rz87l,Mon Laferte,Rock un sentimiento vol. I,Cuando Era Flor,alternative,['Sad']
0Zj4igNaBPjudrsnVLTstx,Mon Laferte;Guaynaa,Halloween 2022 Perreo Vol. 5,Plata Ta Tá,alternative,['Sad']
0nI0q4NuoOIskGNRizI6vs,Korn,Metal Lives!,Rotting in Vain,alternative,['Sad']
7zwn1eykZtZ5LODrf7c0tS,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,alternative,['Sad']
22I3h5AOENlH4CqXJsEbFR,Justine Skye;Tyga,Collide (feat. Tyga),Collide (feat. Tyga),alternative,['Sad']
1r1fPuhj9H4VdXr7OK6FL5,Linkin Park,LIVING THINGS,CASTLE OF GLASS,alternative,['Sad']
4vJfxpYeM088ddkHtSNqP1,Evanescence,Rock & Halloween,Haunted,alternative,['Sad']
7uCBGNn991AM68fR4tSDco,The Score,Carry On,Born For This,alternative,['Sad']
7oMO1B9CB4ZPYPLeVe32OY,R.E.M.,90's Music Grandi Successi,Losing My Religion,alternative,['Sad']
7yI7YDsXGrwUX8sFTXXnVV,Weezer,Los Clásicos del Pop 90s,Say It Ain't So,alternative,['Sad']
7M62cpl1L8v53XwfCZ2GYD,Skillet,Rock - Best of 2022,Surviving the Game,alternative,['Sad']
24TdORdiwpuE1EH7fh1fNQ,Evanescence,Halloween Scary Party,Bring Me To Life,alternative,['Sad']
5cOdPnKDyhdFnB6X3V3JkK,Evanescence,Twisted Halloween Hits,Bring Me To Life,alternative,['Sad']
3qmncUJvABe0QDRwMZhbPt,Weezer,90's Music Grandi Successi,Say It Ain't So,alternative,['Sad']
6Byuke1Ac5qWJHFgzu7byM,Weezer,Rock - Best of 2022,Records,alternative,['Sad']
6buVxRwPapLwrXwIsTiSfm,Disturbed,Metal,Hey You,alternative,['Sad']
5SqrY9AWeRXqwgLCnLO2A0,Evanescence,Halloween 2022,Bring Me To Life,alternative,['Sad']
3tqEDIkPhrv2AgXjQHKIwj,Disturbed,Rock Brandneu,Hey You,alternative,['Sad']
6WwoaXSpEJ75vG1t674Cmm,Weezer,Fishing Music,Say It Ain't So,alternative,['Sad']
0l6b6fXyv5BHHoJizlq2De,Mon Laferte,Alternativo diferente latino,Zombie,alternative,['Sad']
1EeI6tvN2c7erYcOdM0Ljp,Disturbed,20's Rock,If I Ever Lose My Faith In You,alternative,['Sad']
11oRhYmKwkh6iUTC521TSk,Weezer,Top of the Rock,Records,alternative,['Sad']
61c2cPZd0ZZr7W2X5d0bUR,Weezer,Rock Workout 2023,Buddy Holly,alternative,['Sad']
2q9STTSwMoEVLyvlNZyOdA,Weezer,Rock Brandneu,Records,alternative,['Sad']
5oJgIQPvytf2nR7WX3vZLn,Weezer,Tek It - New Noise,Records,alternative,['Sad']
65mksf4l4ShgosppsGHoVR,Weezer,90's Music Grandi Successi,Buddy Holly,alternative,['Sad']
0LvONfXemxF8eUKovfhZdH,Skillet,Metal,Feel Invincible,alternative,['Sad']
7cEZSmCRCiOU1nsCuAtx0F,Weezer,Mirando las nubes,Island In The Sun,alternative,['Sad']
1l1ra0gsPlpnDOc4HdkKZU,Weezer,Emo Christmas 2022,O Come All Ye Faithful,alternative,['Sad']
1cz1Z22xmJQaALUgUXzUaq,Disturbed,Timeless Rock Hits,Land of Confusion,alternative,['Sad']
03I89EqsberXEAapUd1yWu,Weezer;AJR,Here to Forever - All New Indie,All My Favorite Songs,alternative,['Sad']
2Nmgl5ms85CE90Yu4lm8jL,Weezer,Alternative Christmas 2022,O Holy Night,alternative,['Sad']
0PSKFp3zoNmJzDsOHeLV6l,The Smashing Pumpkins,Alternative Christmas 2022,Christmastime,alternative,['Sad']
06feZZKF0F6FRvSTHCR0a4,Mon Laferte,noches de lluvia,Amor Completo,alternative,['Sad']
2MCUHzFEXf39cyzcNyKw7B,Weezer;AJR,All Out Alternative,All My Favorite Songs,alternative,['Sad']
6GwXhxrjTEVuBZC7jnB7f1,Disturbed,Metal Lives!,Hey You,alternative,['Sad']
2YIm6Yfa0C3IxkRHDQdk1d,Skillet,Top of the Rock,Surviving the Game,alternative,['Sad']
3BcoBRPyr5UqYdeoF9clb7,Mon Laferte,Café en casa,Antes De Ti,alternative,['Sad']
3M1kaOBZv0cvlXK7xYCT1Z,Weezer,Rock n Roll Christmas,O Come All Ye Faithful,alternative,['Sad']
0lpdGobBIXUFiPaZpDR1Bj,Skillet,Rock Brandneu,Surviving the Game,alternative,['Sad']
6t1wUup2mF3IpJhMfAwoDl,Disturbed,Just Best Covers,If I Ever Lose My Faith In You,alternative,['Sad']
4fdy3vg2bCXU6L77vC6li8,The Smashing Pumpkins,Alternative Christmas 2022,Christmastime,alternative,['Sad']
1wmOubz5LefeGM4KDAcsfz,Weezer,Christmas Rock 2022,O Come All Ye Faithful,alternative,['Sad']
08k0JhCj8oJLB7Xuclr57s,Weezer,Fiesta temática 90s,My Name Is Jonas,alternative,['Sad']
1Vl9pXCmq6m2FbpxqHptTY,The Smashing Pumpkins,Rock & Halloween,Bullet With Butterfly Wings - Remastered 2012,alternative,['Sad']
4yB8TeiQpL09df92fxn5sZ,Mon Laferte;Enrique Bunbury,Rock un sentimiento vol. I,Mi Buen Amor,alternative,['Sad']
3xpTUiMi6HdL0dWEKQdUTT,Mon Laferte;Enrique Bunbury,noches de lluvia,Mi Buen Amor,alternative,['Sad']
3kL8AhqrrhSlGXaT8y5ujT,Mon Laferte,Café en casa,Paisaje Japonés,alternative,['Sad']
4eMjf9FgbmFQ6yHZD5EsgX,Skillet,Metal Lives!,Feel Invincible,alternative,['Sad']
6RYHGsmhxeZ5694zS1zDF6,Weezer,Rock n Roll Christmas,We Wish You A Merry Christmas,alternative,['Sad']
22rUY52RY8r6fi66gtEono,Weezer,Alternative Christmas 2022,We Wish You A Merry Christmas,alternative,['Sad']
3v8CoiN19zAzkTG0E7TBTN,Weezer,Christmas Rock 2022,We Wish You A Merry Christmas,alternative,['Sad']
7mntHnF2frXuZwFAp8ouCB,Weezer,Alternative Christmas 2022,We Wish You A Merry Christmas,alternative,['Sad']
2xql0pid3EUwW38AsywxhV,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,alternative,['Sad']
4m0q0xQ2BNl9SCAGKyfiGZ,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Somebody Else,alternative,['Sad']
2pgDBO0ZAgvye7joSmdDm8,Amaarae;Moliy,THE ANGEL YOU DON'T KNOW,SAD GIRLZ LUV MONEY,alternative,['Sad']
5lYLBAH2uSvERWy8GAcBJz,Amaarae;Kali Uchis;Moliy;xxtristanxo,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) [Slowed + Reverb],SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) - Slowed + Reverb,alternative,['Sad']
70LcF31zb1H0PyJoS1Sx1r,Radiohead,Pablo Honey,Creep,alternative,['Sad']
3SWqGa1J0M7hSBUDM0KePD,The Score,ATLAS,Legend,alternative,['Sad']
0tFUl3tPqBzUM2aV0gitdq,Bella Poarch,Dolls,Dolls,alternative,['Sad']
1EQFOouqdKYdpbNoOHRVO2,GAYLE,abcdefu (angrier),abcdefu (angrier),alternative,['Sad']
77loZpT5Y5PRP1S451P9Yz,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,alternative,['Sad']
5KqmpRieVH3WGO1D9kcVzQ,GAYLE,Pop Hits Now,ur just horny,alternative,['Sad']
3VEEFoeRv26mQmOzGU3Ckg,GAYLE,New Pop Icons,ur just horny,alternative,['Sad']
22tX97U8EfPWu1cFoqKowu,GAYLE,Coffee Moment,god has a sense of humor,alternative,['Sad']
1xXhmlLGiXcm5tXvw41Hpt,GAYLE,Baddest of Them All,abcdefu,alternative,['Sad']
1wPUjPJB5U49st6rPTdhT1,GAYLE,Autumn Hits,abcdefu (chill),alternative,['Sad']
2BTOY30m9duFKGrzQk8wWi,GAYLE,Daily Pop Mix,indieedgycool,alternative,['Sad']
5KXEUYNvmPhOTsfxuWAXdp,GAYLE,20's Rock,abcdefu (angrier),alternative,['Sad']
7qvxyKLc49nd9kGXpT5S95,GAYLE,Indie Chill Out,god has a sense of humor,alternative,['Sad']
7vDYJttCFTBAMwd1kHRTnn,GAYLE,Back to School!,abcdefu,alternative,['Sad']
2FphpfBhQgCJ8dgId2WN9o,GAYLE,It's You - Fresh Hits,abcdefu,alternative,['Sad']
1XPAphgEXCVkWMpGx3aF8U,GAYLE,Give You Love - Cozy Hits,abcdefu (chill),alternative,['Sad']
67bC7GO85hWwesCwEuvzpW,GAYLE,US Pop 20s,abcdefu,alternative,['Sad']
1mOzPMglrTCthDrUpN4xu5,GAYLE,I'm Blue - Hits of 2022,abcdefu,alternative,['Sad']
5RQwXLJCFIG5QLmjga6WU8,GAYLE,Beautiful Trending Hits 2022,abcdefu,alternative,['Sad']
2bkJyEAy4nmVybyBsQ9kX9,GAYLE,New Pop Classics,indieedgycool,alternative,['Sad']
0Ie7tyxtKMKzLnDF4pvt8r,GAYLE,Running Songs,abcdefu,alternative,['Sad']
340BPA00CljfaZLOnRHmz2,GAYLE,Hit After Hit,abcdefu,alternative,['Sad']
5BRYHQInBNuSkYrgloSaKZ,GAYLE,u don't deserve me,god has a sense of humor,alternative,['Sad']
3zavrx2VN39liXHZnuoewy,GAYLE,Hits Hits Hits,abcdefu,alternative,['Sad']
1SgyVVPmNDMPoZyGgCvMsa,GAYLE;The Wild,Trending Pop,abc - The Wild Remix,alternative,['Sad']
09U6J5tJReTj805MdctJF4,GAYLE;The Wild,Today's Party Hits,abc - The Wild Remix,alternative,['Sad']
5MJlPY4rMBN0xJDKf8Js7n,GAYLE;The Wild,Upbeat Pop,abc - The Wild Remix,alternative,['Sad']
40XCot3weXxU2B3eDbU6Ct,GAYLE,Pop Brandneu,indieedgycool,alternative,['Sad']
7nTy3uP0gaUjQsPaRT5Xf9,GAYLE;The Wild,From The Ashes - New Beats,abc - The Wild Remix,alternative,['Sad']
5LoDOM7j5uQp30assYbt9m,GAYLE,Your Perfect Soundtrack,indieedgycool,alternative,['Sad']
2Sq1Nttn8R9KLijPSD5nGB,GAYLE,Here to Forever - All New Indie,abcdefu (angrier),alternative,['Sad']
7tnE9vy6FCRtbZql5E3k9a,GAYLE,All That Really Matters - Just Hits,indieedgycool,alternative,['Sad']
5PpMriTcsvpflaCokh9Fnw,GAYLE,All Out Alternative,abcdefu (angrier),alternative,['Sad']
50OIaK14Pr6ZwCmFfHZ0wB,GAYLE;The Wild,"#Multiverse, If the Multiverse Is Real",abc - The Wild Remix,alternative,['Sad']
10UmwJAOxFM9XdTp6stN1i,Evanescence,Halloween Spooky Party 2022,Bring Me To Life,alternative,['Sad']
4Ql5Q06HoJeQmpIBl9TngL,Evanescence,Helloween Party,Bring Me To Life,alternative,['Sad']
7aDOJxh95VAx7G76l9YajI,Zoé,noches de lluvia,Azul,alternative,['Sad']
1ko2iL09yVsV57V1Z616KP,Evanescence,Halloween Party Canzoni per Bambini 2022,Bring Me To Life,alternative,['Sad']
1GaLQ64H7Df0HG2cIOXy5i,Evanescence,Halloween Party 2022,Haunted,alternative,['Sad']
0T7DQlfcadEUEjxoHeQQaL,Zoé,Alternativo diferente latino,Labios Rotos - En Vivo,alternative,['Sad']
0Bhf80gwbCronwcRHW8EZF,Evanescence,Rock & Halloween,Bring Me To Life,alternative,['Sad']
7nW4aS5AeIP0jfoY8ZvlsL,Evanescence,Kick It,Bring Me To Life,alternative,['Sad']
3kQhWtoluFHPbcBC6gyYrZ,Zoé,tardes tranqui,Arrullo De Estrellas,alternative,['Sad']
4OtSo1ZTQWRWE53ZvBfBTV,R.E.M.,90's Music Grandi Successi,It's The End Of The World As We Know It (And I Feel Fine),alternative,['Sad']
6w1n5rbFLWKscpvAbYGOru,R.E.M.,80s Bangers Vol. 2,It's The End Of The World As We Know It (And I Feel Fine),alternative,['Sad']
5j8hhWf7dxILKgMsRSScbM,Zoé,Alternativo diferente latino,Poli / Love - En Vivo,alternative,['Sad']
5Q6fh8OEhBYepJaORz9lxe,The Neighbourhood;Syd,Daddy Issues (Remix) feat. Syd,Daddy Issues (Remix) feat. Syd,alternative,['Sad']
0COqiPhxzoWICwFCS4eZcp,Evanescence,Fallen,Bring Me To Life,alternative,['Sad']
73jVPicY2G9YHmzgjk69ae,The 1975,The 1975,Robbers,alternative,['Sad']
5j3QqRGflS4o5jbsFSwKW1,DJ Shadow;Mos Def,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Six Days - Remix,alternative,['Sad']
104buTcnP2AsxqB7U1FIZ4,Linkin Park;Kiiara,One More Light,Heavy (feat. Kiiara),alternative,['Sad']
1r6qzxz77Tvbrvqd1Q1MIN,Justine Skye;Tyga,Collide (Remix Pack),Collide (Sped Up Remix),alternative,['Sad']
2ViSWfhT0kvEulXA1HH7Wk,Qveen Herby,EP 8,Sugar Daddy,alternative,['Sad']
5cRKj1kynNFqiliT2ndZ3y,Higuchi Ai,Akuma no Ko,Akuma no Ko,alternative,['Sad']
26ZzSLUJMmYp5u1hDELEWH,Crystal Castles,(III),Transgender,alternative,['Sad']
3BrWLBC4WYx393yRUOlTih,THE ANXIETY;WILLOW;Tyler Cole,Meet Me At Our Spot (Live),Meet Me At Our Spot - Live,alternative,['Sad']
7oVEtyuv9NBmnytsCIsY5I,Linkin Park,LIVING THINGS,BURN IT DOWN,alternative,['Sad']
5Sco7mbJy7p7vdDtJW10fZ,The Score,Pressure,Born For This,alternative,['Sad']
2FML7gk7ac6quGFIjvkDb3,Avenged Sevenfold,Avenged Sevenfold,Dear God,alternative,['Sad']
2UREu1Y8CO4jXkbvqAtP7g,Skillet,Awake,Monster,alternative,['Sad']
5jjZikDrEd0by1o7V3fO4y,Royal & the Serpent,Overwhelmed,overwhelmed,alternative,['Sad']
4pw7EuK2WTWGHI51jCKuGJ,Higuchi Ai,Saiaku Saiai,Akuma no Ko,alternative,['Sad']
48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,alternative,['Sad']
3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven Nation Army,alternative,['Sad']
10nyNJ6zNy2YVYLrcwLccB,Radiohead,OK Computer,No Surprises,alternative,['Sad']
6IbnUaczZBT34DhaD6S18F,MARINA,Electra Heart (Deluxe),Bubblegum Bitch,alternative,['Sad']
0AOmbw8AwDnwXhHC3OhdVB,Thousand Foot Krutch,The End Is Where We Begin,Courtesy Call,alternative,['Sad']
6VuztO5yaKP4VjqSkZxpan,Ashes Remain,What I've Become,On My Own,alternative,['Sad']
5gI0Acwuv7iBUxbgtlDFk4,Freddie Gibbs;Moneybagg Yo,Walk - Fresh Rap Flow,Too Much,alternative,['Sad']
4biLwyzTFqLtDxPPr4Hmy5,Freddie Gibbs;Moneybagg Yo,Sailor on the Moon - Hot New Rap,Too Much,alternative,['Sad']
7lIXhNqUrf0GHCXNbGOEB4,Freddie Gibbs;Moneybagg Yo,Put It on Me: Trending Hip Hop 2022,Too Much,alternative,['Sad']
6onok9bXmlQDiHNt1eWZnN,Freddie Gibbs;Moneybagg Yo,Ghetto Superstar - New Rap Classics,Too Much,alternative,['Sad']
74NANS3BFQRnpz3S0JVg5o,3 Doors Down,Emo Christmas 2022,It's Not My Time - Acoustic,alternative,['Sad']
1BGMcTlICbYWgfjiRrm3RJ,X Ambassadors;Jensen McRae,The Greatest Rock Tunes 2022,skip.that.party,alternative,['Sad']
2Lkn3Of9JHY6RSA8c3omKT,3 Doors Down,Обратно в клас - rock,Here Without You,alternative,['Sad']
1aL952bo0KZTPevSl3207C,3 Doors Down,Rock Workout 2023,Kryptonite,alternative,['Sad']
18lSBq4bUQg32GeQ8gIu1e,Shinedown,Rock - Best of 2022,Planet Zero,alternative,['Sad']
4MiLgByToEVhuGwc6MrSIX,Breaking Benjamin,Halloween Metal Nights,Blood,alternative,['Sad']
5ugV3rhvi2h6l52e1cIfLw,3 Doors Down,Fishing Music,Kryptonite,alternative,['Sad']
